ID,BusinessName,AddressLine2,AddressLine3,PostCode,Longitude,Latitude
49150,Clean Plates,10 Gairbraid Avenue,Glasgow,G20 8YA,-4.290442,55.890504
117537,Club Bombay,121 Main Street,Glasgow,G69 6AA,-4.109384,55.850899
23288,Club Tropicana,26 Cambridge Street,Glasgow,G2 3DZ,-4.259784,55.865484
123171,Clyde Union Incorporating Weir Pumps (Staff Restaurant),149 Newlands Road,Glasgow,G44 4EU,-4.26445,55.818232
129954,Clydesdale Bank Plc (Aramark),30 St Vincent Place,Glasgow,G1 2EU,-4.253173,55.861435
26368,Coffee Culture Cafe,351 Dumbarton Road,Glasgow,G11 6AL,-4.306264,55.870643
91626,Coffee House,550 Crow Road,Glasgow,G13 1NU,-4.325679,55.883894
511166,Coffee Time,97 St Georges Road,Glasgow,G3 6JA,-4.271141,55.868097
"35905,""Coffee, Tea And Chocolate"",944 Argyle Street,Glasgow,G3 8YJ,-4.278897,55.863253"
10852,Coherent Scotland Ltd.,45 Acre Road,Glasgow,,-4.3075,55.904165
95625,Coia's,473 Duke Street,Glasgow,G31 1RD,-4.219946,55.858588
516685,Comforter In The City,50 Dundas Street,Glasgow,G1 2AQ,-4.251713,55.862999
48372,Community Cafe,4 Skirving Street,Glasgow,G41 3AA,-4.281031,55.829591
448766,Community Cafe,18 Westerhouse Road,Glasgow,G34 9PD,-4.126112,55.8673
18625,Compass Group/Direct Line,55 Robertson Street,Glasgow,G2 8JD,-4.261742,55.857925
128880,Congratulations,1027 Shettleston Road,Glasgow,G32 7PB,-4.169989,55.851912
31249,Connect 2 Out Of School Care,8 Smithycroft Road,Glasgow,G33 2QJ,-4.191889,55.867153
31248,Connect 2 Out Of School Care,38 Liberton Street,Glasgow,G33 2HF,-4.193883,55.865661
31247,Connect 2 Out Of School Care,111 Baltic Street,Glasgow,G40 3BA,-4.218531,55.846939
581116,Cook And Indi's World Buffet,414 Sauchiehall Street,Glasgow,G2 3JD,-4.26621,55.86604
33937,Cookie Cafe,75 Lauderdale Gardens,Glasgow,G12 9QU,-4.308532,55.87788
31246,Cookie Scotland,72 Nithsdale Road,Glasgow,G41 2AN,-4.271241,55.836953
124652,Coral Racing Ltd,372 Paisley Road West,Glasgow,G51 1BG,-4.295491,55.851971
126918,Cordia LLP,200 Renfield Street,Glasgow,G2 3PR,-4.259844,55.861438
101480,Coronation Restaurant,55 Gallowgate,Glasgow,G1 5AP,-4.241699,55.85645
129939,Corrunna Bowling Club,35 St Vincent Crescent,Glasgow,G3 8NG,-4.286874,55.864372
371785,Cossachok Russian Cafe Gallery,10 King Street,Glasgow,G1 5QP,-4.246851,55.85685
15688,Costa,74 Kilmarnock Road,Glasgow,G41 3NN,-4.284016,55.828484
36377,Costa,1300 Duke Street,Glasgow,,-4.227174,55.858585
507931,Costa,Leggatston Road,Glasgow,,,
433054,Costa,67 St Vincent Street,Glasgow,G1 2PS,-4.255774,55.8611
585876,Costa,715 Provan Walk,Glasgow,G34 9DY,-4.138074,55.871218
128356,Costa Coffee,207 Sauchiehall Street,Glasgow,G2 3EX,-4.26132,55.864961
18744,Costa Coffee,50 Bothwell Street,Glasgow,G2 6HR,-4.260909,55.861464
127763,Costa Coffee,10 Royal Exchange Square,Glasgow,G1 3AB,-4.252561,55.86052
102347,Costa Coffee,38 George Square,Glasgow,G1 2AF,-4.251204,55.862487
23106,Costa Coffee,763 Barrhead Road,Glasgow,G53 6AG,-4.342073,55.822898
78068,Costa Coffee,220 Buchanan Street,Glasgow,G1 2GF,-4.25248,55.862985
104183,Costa Coffee,79 Gordon Street,Glasgow,G1 3SQ,-4.258211,55.859302
128352,Costa In Waterstones,153 Sauchiehall Street,Glasgow,G2 3EW,-4.258115,55.864535
14732,Costco Cafe,15 Cobden Road,Glasgow,G21 1YX,-4.228446,55.875304
129369,Courtyard Cafe (Resource Centre),192 Southbrae Drive,Glasgow,G13 1TX,-4.346984,55.884514
65395,Cowglen Golf Club,301 Barrhead Road,Glasgow,G43 1AU,-4.319451,55.822096
31288,Crabshakk,1114 Argyle Street,Glasgow,G3 8TD,-4.284857,55.865138
31347,Cranachan,48 Buchanan Street,Glasgow,G1 3JN,-4.253456,55.859156
581104,Cranberrys (Glasgow) Ltd,30 Wilson Street,Glasgow,G1 1SS,-4.24667,55.858687
34020,Crazy Wok,173 Dumbarton Road,Glasgow,G11 6AA,-4.301502,55.870669
101478,Criterion Cafe,46 Gallowgate,Glasgow,G1 5AB,-4.242888,55.856284
594162,Crolla's Gelateria,221 Byres Road,Glasgow,G12 8UD,-4.294404,55.87499
91381,Crookston Bowling Club,760 Crookston Road,Glasgow,G53 7TT,-4.364017,55.829057
120132,Cross Enterprise,11 Minerva Way,Glasgow,G3 8AU,-4.283855,55.863044
444495,Crown Carvery,7 Allerdyce Court,Glasgow,,-4.376204,55.902954
95684,Cullis Diner,202 Dumbarton Road,Glasgow,G11 6UN,-4.301203,55.871016
35565,Cup,311 Byres Road,Glasgow,G12 8UQ,-4.292599,55.876641
406809,Cup Tea Lounge,71 Renfield Street,Glasgow,G2 1LP,-4.256413,55.86329
48154,Cupcake Workshop,39 Marywood Square,Glasgow,G41 2BN,-4.275974,55.835688
15176,Curry Karaoke Club,100 Stobcross Road,Glasgow,G3 8QQ,-4.296235,55.861861
49156,Cushion and Cake,35 Old Dumbarton Road,Glasgow,G3 8RD,-4.291944,55.866884
406782,Da Vinci's,50 Queen Street,Glasgow,G1 3DS,-4.251673,55.859261
111955,Daisy Cafe,431 Keppochhill Road,Glasgow,G21 1HT,-4.246321,55.876452
19482,Dakhin,89 Candleriggs,Glasgow,G1 1NP,-4.2458,55.858838
78064,D'Arcy's,48 Buchanan Street,Glasgow,G1 3JN,-4.253456,55.859156
103069,Darnley Bowling Club,120 Glen Moriston Road,Glasgow,G53 7HT,-4.339755,55.807951
95639,Daughters Cafe,1300 Duke Street,Glasgow,G31 4EB,-4.199841,55.853449
23188,David Lloyd Glasgow West End,238 Netherton Road,Glasgow,G13 1BJ,-4.325916,55.897209
53569,Debenhams Retail Plc (The Restaurant) 5th Floor,65 Argyle Street,Glasgow,G2 8AH,-4.250499,55.857476
35136,Deborah Stein,5 Coopers Well Street,Glasgow,G11 6QE,-4.300277,55.869955
31120,Deco,8 Elliot Place,Glasgow,,-4.27924274,55.86093689
15644,Deco Coffee Shop,1053 Great Western Road,Glasgow,G12 0YN,-4.312872,55.88365
123474,Deejay's Snooker Club,21 Nithsdale Street,Glasgow,G41 2PZ,-4.270959,55.837048
568573,Deli Bakery,Congress Road,Glasgow,G3 8YW,-4.288154,55.86087
315962,Deli Bean Machine,348 Byres Road,Glasgow,G12 8AP,-4.291748,55.876576
315960,Deli Bean Machine,180 Crown Street,Glasgow,G5 9XD,-4.25077,55.849184
534358,Deli Venezia Ltd,31 Gibson Street,Glasgow,G12 8NU,-4.282448,55.8723
618970,Delices,150 Battlefield Road,Glasgow,G42 9JT,-4.265146,55.826083
49159,Delightfully Delicious,80 Monreith Road,Glasgow,G43 2PE,-4.27554,55.818413
30990,Dell Cafe,368 Alexandra Parade,Glasgow,G31 3AU,-4.223281,55.864091
126981,Dental Hospital/Full O Beans Cafe,378 Sauchiehall Street,Glasgow,G2 3JD,-4.26621,55.86604
116806,Dewar's Cafe,1700 London Road,Glasgow,G32 8XR,-4.189046,55.841913
127764,Di Maggio's,21 Royal Exchange Square,Glasgow,G1 3AJ,-4.252971,55.859875
511175,Di Maggios Pizzeria,1040 Pollokshaws Road,Glasgow,G41 3EB,-4.279512,55.831471
127894,Di Maggio's Pizzeria,61 Ruthven Lane,Glasgow,G12 9BG,-4.295154,55.875506
360875,Di Maggio's Pronto,163 West Nile Street,Glasgow,G1 2RL,-4.254227,55.86528
73463,Dial House  (Not Reg),215 Bothwell Street,Glasgow,G2 7EZ,-4.266307,55.861679
120359,Diamond Dolls Cabaret Club,39 Mitchell Street,Glasgow,G1 3LN,-4.256295,55.859338
133365,Digs Coffee House,130 West Regent Street,Glasgow,G2 2RQ,-4.259858,55.86373
48692,Dilhani's Home Kitchen,30 Kingsway Court,Glasgow,G14 9TJ,-4.35871,55.883804
193939,Din Dins,150 Balmore Road,Glasgow,G22 6LJ,-4.257303,55.887441
32907,Dining In At Mother India,1345 Argyle Street,Glasgow,,-4.29043502,55.86698055
128340,Dino's,35 Sauchiehall Street,Glasgow,G2 3AT,-4.25482,55.864209
30874,D'Nisi,265 Kilmarnock Road,Glasgow,G41 3JF,-4.285134,55.826315
72756,Dobbies Garden Centre,846 Boclair Road,Glasgow,G62 6EP,-4.286158,55.926417
31339,Dominos Pizza,11 Main Street,Glasgow,G69 6SG,-4.113654,55.850395
568567,Dougie's Kitchen,514 Tollcross Road,Glasgow,G31 4XX,-4.186874,55.847317
18390,Dowanvale Cafe,35 Dowanhill Street,Glasgow,G11 5QR,-4.300744,55.871636
108522,Dragon I,311 Hope Street,Glasgow,G2 3PT,-4.256986,55.866281
94723,Drake Cafe,6 Drakemire Drive,Glasgow,G44 5EL,-4.245516,55.810167
36304,Dream Cakes,16 Kingsbarns Drive,Glasgow,G44 4SN,-4.253857,55.822758
607009,Drizzle Cafe/Deli,49 Sinclair Drive,Glasgow,G42 9PR,-4.266867,55.826564
594118,Drumchapel St Mark's Church,283 Kinfauns Drive,Glasgow,G15 7BD,-4.37085,55.917149
95246,Drumoyne Square Bowling Club,9 Drumoyne Square,Glasgow,G51 4BG,-4.330553,55.856362
10349,Dunard Estates Limited,31 Stockwell Street,Glasgow,G1 4RZ,-4.249198,55.856816
35717,East End Diner,12 Millerston Street,Glasgow,G31 1QE,-4.214037,55.858083
31024,Easterhouse Health Centre (Staff Canteen),9 Auchinlea Road,Glasgow,G34 9HQ,-4.125976,55.868912
36428,Eastern Treats,220 Buchanan Street,Glasgow,,,
624650,Eastgate Bean Machine,727 London Road,Glasgow,G40 3AQ,-4.220985,55.849357
26591,Easy Way Tea Shop,140 Sauchiehall Street,Glasgow,G2 3DH,-4.258023,55.865157
495613,Eat,31 Gordon Street,Glasgow,,,
49116,Eat Cafe,69 Kilmarnock Road,Glasgow,G41 3YR,-4.282917,55.828531
48822,Eats And Treats,10 Boyd Street,Glasgow,G42 8AW,-4.255423,55.83409
545756,Eats By Heavenly Treats,1171 Pollokshaws Road,Glasgow,G41 3NG,-4.282646,55.829903
548284,Ecco 808 II Caffe,808 Crow Road,Glasgow,G13 1LY,-4.324758,55.889609
96465,Edrington Group Plc,2500 Great Western Road,Glasgow,G15 6RW,-4.371165,55.907364
35938,Elia,24 George Square,Glasgow,G2 1EG,-4.251756,55.861524
360790,Elior UK,33 Beardmore Way,Glasgow,G31 4BG,-4.209588,55.856276
618968,Emilia Cafe,86 Elderslie Street,Glasgow,G3 7AL,-4.275325,55.86393
26513,Enjoy Cafe,393 Great Western Road,Glasgow,G4 9HY,-4.277598,55.873819
48345,Epicures,159 Hyndland Road,Glasgow,G12 9JA,-4.305944,55.876832
86012,Esca - E2,27 Chisholm Street,Glasgow,G1 5HA,-4.245203,55.85653
27029,Esquires Coffee House,115 Hope Street,Glasgow,G2 6LL,-4.259448,55.86079
79978,Esure,19 Cadogan Street,Glasgow,G2 6QQ,-4.261887,55.859594
448773,Euphorium,23 Byres Road,Glasgow,G11 5RD,-4.299312,55.870926
33495,Eurest,110 St Vincent Street,Glasgow,G2 5ER,-4.257098,55.861875
31198,Eurest (British Telecom),15 York Street,Glasgow,G2 8LA,-4.263456,55.857436
107296,Eurest (DSS Staff Canteen),21 Herschell Street,Glasgow,G13 1HT,-4.322031,55.890281
120082,Eurest (DWP Northgate House),96 Milton Street,Glasgow,,-4.25340804,55.86816853
15488,Eurest (Tesco Shettleton),601 Old Shettleston Road,Glasgow,G32 7JG,-4.164056,55.852951
480291,Eurest (Tesco),751 Barrhead Road,Glasgow,G53 6AG,-4.342073,55.822898
87622,Eurest (Victoria Biscuits),35 Clydeford Drive,Glasgow,G32 8YW,-4.18749,55.84434
25448,Eurest Restaurant And Staff Canteen,500 Helen Street,Glasgow,G51 3HR,-4.32041,55.852671
129430,Eurest Services,42 Spean Street,Glasgow,G44 4DB,-4.262681,55.819379
221698,Evans Halshaw,694 Cumbernauld Road,Glasgow,G33 2ES,-4.198938,55.862632
131929,Excelsior Catering (Parkhead Bus Depot),252 Tollcross Road,Glasgow,G31 4UZ,-4.193397,55.849681
371810,Fairfield Bowling Club,85 Shieldhall Road,Glasgow,G51 4XA,-4.328841,55.854723
91521,Fairfield Working Mens Club,211 Crossloan Road,Glasgow,G51 3QD,-4.323831,55.860192
188099,Fanellis,71 Albion Street,Glasgow,G1 1NY,-4.243579,55.858573
53586,Fanny Trollops,1066 Argyle Street,Glasgow,G3 8LY,-4.283491,55.864741
128884,Favourite Cafe,1078 Shettleston Road,Glasgow,G32 7PW,-4.169985,55.851544
188120,Fazzi,65 Cambridge Street,Glasgow,G3 6QX,-4.260107,55.866359
511154,Felix And Oscar,459 Great Western Road,Glasgow,G12 8HH,-4.280988,55.874934
17960,Fifi And Ally,48 Buchanan Street,Glasgow,G1 3JN,-4.253456,55.859156
360828,Finnieston,1125 Argyle Street,Glasgow,G3 8ND,-4.283834,55.86433
10813,Fire Station (Central Command Headquarters),91 Port Dundas Road,Glasgow,G4 0ES,-4.255474,55.868592
132663,First Bus/Excelsior Catering,197 Victoria Road,Glasgow,G42 7AD,-4.261965,55.84169
89442,Fit Food Bistro,50 Couper Street,Glasgow,G4 0EA,-4.241922,55.868642
49191,Flavour Glasgow,11 Kennedy Path,Glasgow,G4 0PP,-4.243187,55.866462
56020,Flourish House,25 Ashley Street,Glasgow,G3 6DR,-4.272957,55.869357
534343,Food Fillas,243 Ingram Street,Glasgow,G1 1DA,-4.250967,55.859768
34349,Food To Go/Food For Thought,65 Hillhead Street,Glasgow,G12 8QF,-4.288254,55.873172
31156,Forbidden,96 Maxwell Street,Glasgow,G1 4AU,-4.255036,55.85635
100639,Forfar Avenue Care Home,60 Forfar Avenue,Glasgow,G52 3JF,-4.353857,55.843785
48966,Forge Market Cafe,1201 Duke Street,Glasgow,,,
507925,Forget Me Not Cafe,Millbrix Avenue,Glasgow,,,
83599,Foxley Bowling Club,30 Carmyle Avenue,Glasgow,G32 8HU,-4.161018,55.836801
48916,Framptons,1236 Maryhill Road,Glasgow,,-4.28554381,55.88738381
15001,Frankie And Benny's,705 Provan Walk,Glasgow,G34 9DY,-4.138074,55.871218
129597,Frankie And Benny's,5 Springfield Quay,Glasgow,G5 8NP,-4.274804,55.855303
23271,Frankie and Benny's,763 Barrhead Road,Glasgow,G53 6AG,-4.342073,55.822898
126908,Fratelli Sarti,42 Renfield Street,Glasgow,G2 1NF,-4.255482,55.862669
581134,Friends Chinese Cafe,273 High Street,Glasgow,G4 0QS,-4.23876,55.860907
607034,Frosoulla's,39 Sinclair Drive,Glasgow,G42 9PR,-4.266867,55.826564
427403,Fullarton Halls-Tollcross Masonic Lodge,25 Causewayside Street,Glasgow,G32 8LT,-4.16974,55.84257
25116,G and A McHarg Bakers,1493 Paisley Road West,Glasgow,G52 1SH,-4.332153,55.846275
"25319,""G5 Fruit, Wholefoods and Deli"",158 Crown Street,Glasgow,G5 9XD,-4.25077,55.849184"
90072,Gala / Coral Bingo Hall,30 Craigmont Drive,Glasgow,G20 9BS,-4.285299,55.888713
106810,Gala Bingo,167 Hawthorn Street,Glasgow,G22 6DB,-4.250754,55.88757
360756,Gala Bingo,763 Barrhead Road,Glasgow,,,
571739,Gala Princes Casino,528 Sauchiehall Street,Glasgow,G2 3LW,-4.268862,55.866296
571741,Gala Riverboat Casino,61 Broomielaw,Glasgow,G1 4RJ,-4.26063,55.856373
126272,Gallery Of Modern Art Cafe,111 Queen Street,Glasgow,G1 3AH,-4.252504,55.859812
133324,Gamba,225 West George Street,Glasgow,G2 4TY,-4.260929,55.862632
104688,Gambrino Pizzeria,327 Great Western Road,Glasgow,G4 9HS,-4.276506,55.873471
49102,Gandolfi Fish,86 Albion Street,Glasgow,G1 1NY,-4.243579,55.858573
94405,Garrowhill Bowling Club,30 Douglas Drive,Glasgow,G69 6NJ,-4.126677,55.85221
114660,Gaynor's Cafe,80 Langlands Road,Glasgow,G51 3BQ,-4.315544,55.86273
511130,Geek Retreat,63 Union Street,Glasgow,G1 3RB,-4.257325,55.859184
48946,Gennaro's Fish and Chips Cafe,1556 Great Western Road,Glasgow,G13 1HJ,-4.322328,55.889358
128380,Genting Casino (Glasgow),516 Sauchiehall Street,Glasgow,G2 3LW,-4.268862,55.866296
75027,Georgie Porgies,195 Brand Street,Glasgow,G51 1AB,-4.298197,55.853421
427408,Glasgow Art Club,185 Bath Street,Glasgow,G2 4HU,-4.262598,55.86439
124665,Glasgow Climbing Cente Balcony Cafe,534 Paisley Road West,Glasgow,G51 1RN,-4.304993,55.850813
133386,Glasgow Drugs Crisis Centre,121 West Street,Glasgow,G5 8BA,-4.264616,55.852938
91628,Glasgow High School Club Ltd,689 Crow Road,Glasgow,G13 1PB,-4.325946,55.888086
200626,Glasgow Masonic Club,212 Stevenson Street,Glasgow,G40 2RW,-4.231362,55.853124
19310,Glasgow Science Centre,50 Pacific Quay,Glasgow,G51 1EA,-4.293805,55.85832
95767,Glasgow Ski Centre,16 Dumbreck Road,Glasgow,G41 5BW,-4.313765,55.847332
10196,Glasgow University St Andrews College,Eldon Street,Glasgow,G3 6NH,-4.27976,55.871703
36372,Glasgow Westend Vineyard Church,4 Linden Street,Glasgow,G13 1DQ,-4.324691,55.893574
466597,Glasvagas,111 Nelson Street,Glasgow,G5 8DZ,-4.262314,55.852918
132668,Go Slow Cafe,452 Victoria Road,Glasgow,G42 8YU,-4.265402,55.835973
33082,Golden Phoenix,631 Pollokshaws Road,Glasgow,G41 2QG,-4.268612,55.837343
612668,Good Luck Kid,120 Carstairs Street,Glasgow,G40 4JD,-4.221939,55.839202
96464,Goodyear Sports,307 Duntreath Avenue,Glasgow,G15 6RU,-4.370984,55.905193
581143,Gorbals Health Centre,45 Pine Place,Glasgow,G5 0BQ,-4.248495,55.848237
62060,Gorbals Leisure Centre,275 Ballater Street,Glasgow,G5 0YP,-4.246472,55.850287
132604,Govan Bowling Club,75 Vicarfield Street,Glasgow,G51 2DL,-4.322815,55.862549
104330,Govan Community  Fire Station,677 Govan Road,Glasgow,G51 2BH,-4.307792,55.861375
80664,Govanhill Health Centre (Lynda's Larder),233 Calder Street,Glasgow,G42 7DR,-4.257842,55.837245
36136,Grace And Flavour,24 Daisy Street,Glasgow,G42 8JL,-4.258728,55.836006
104326,Grand Ole Opry,4 Govan Road,Glasgow,G51 1HS,-4.279178,55.854143
511117,Granny Bells (Rachels),1320 Shettleston Road,Glasgow,G32 7YS,-4.163439,55.851344
31196,Great Clydesdale Food Co @ Film City,401 Govan Road,Glasgow,G51 2QJ,-4.300017,55.856631
432985,Green Chilli Cafe,1293 Argyle Street,Glasgow,G3 8TL,-4.290304,55.866438
10652,Green City Canteen,23 Fleming Street,Glasgow,G31 1PQ,-4.207895,55.85769
56100,Grosvenor Cinema (Grosvenor Cafe),36 Ashton Lane,Glasgow,G12 8SJ,-4.292992,55.87463
618986,GSA Student Association,20 Scott Street,Glasgow,,,
89462,Guido's Fast Foods,74 Coustonholm Road,Glasgow,G43 1TZ,-4.286365,55.825519
30959,Gusto and Relish,729 Pollokshaws Road,Glasgow,G41 2AA,-4.270716,55.835902
511173,Haggs Castle Golf Club,82 Dumbreck Road,Glasgow,G41 4SN,-4.31102,55.837416
129276,Hampden - National Stadium,Letherby Drive,Glasgow,G42 9AY,-4.250578,55.825407
48317,Handmade Burger Co,763 Barrhead Road,Glasgow,G53 6AG,-4.342073,55.822898
607013,Hard Rock Cafe (Glasgow),179 Buchanan Street,Glasgow,G1 2JZ,-4.253564,55.862947
511146,Harry Ramsdens,251 Paisley Road,Glasgow,G5 8RA,-4.272067,55.853574
511174,Hasta Manana,111 Gorbals Street,Glasgow,G5 9DW,-4.25294,55.851337
92276,Hawthorn Bowling Club,15 Cypress Street,Glasgow,G22 6ER,-4.246095,55.887206
607023,Haze Lounge,625 Great Western Road,Glasgow,G12 8RE,-4.286737,55.876733
548311,Healy's,80 Mitchell Street,Glasgow,G1 3NA,-4.255247,55.859995
111904,Heera Indian Restaurant,15 Kent Road,Glasgow,G3 7EH,-4.271744,55.864464
79737,Henley's Byre,43 Byres Road,Glasgow,G11 5RG,-4.298699,55.871387
99949,Heritage Food Services         (Daily Record),110 Fifty Pitches Place,Glasgow,G51 4EA,-4.348098,55.85557
15655,Heritage Foods Services    (Daily Record),40 Anderston Quay,Glasgow,G3 8DA,-4.272767,55.857084
132778,Hillhead Book Club,17 Vinicombe Street,Glasgow,G12 8BE,-4.290655,55.877298
108890,Hillhead Sports Club,32 Hughenden Road,Glasgow,G12 9XP,-4.305399,55.881939
221721,HM Prison Barlinnie,81 Lee Avenue,Glasgow,G33 2QX,-4.183981,55.869774
112546,Ho Wah,95 Kilmarnock Road,Glasgow,,-4.28372544,55.82835009
134443,Ho Wong Restaurant,82 York Street,Glasgow,G2 8LE,-4.262318,55.858481
26765,Hong Kong Express,437 Sauchiehall Street,Glasgow,G2 3LG,-4.269064,55.865924
112956,Ho's Chinese Restaurant,16 Kings Place,Glasgow,G22 6LL,-4.260762,55.892743
315971,Host Contract Management,21 Tyndrum Street,Glasgow,G4 0JY,-4.251831,55.869458
433025,Hot Flame World Buffet,500 Corselet Road,Glasgow,G53 7RN,-4.35056,55.805839
406795,Hot Masala,123 Old Castle Road,Glasgow,G44 5TJ,-4.257262,55.814841
12,House For An Art Lover,10 Dumbreck Road,Glasgow,G41 5BW,-4.313765,55.847332
36132,Hugh's,21 Buchanan Street,Glasgow,G1 3HL,-4.254903,55.859309
31099,Hummingbird,186 Bath Street,Glasgow,G2 4HG,-4.262878,55.864807
36355,Hundred And Nine,109 Bell Street,Glasgow,G4 0TQ,-4.242103,55.857638
36273,Hyndland News And Post Office,37 Clarence Drive,Glasgow,G12 9QN,-4.308192,55.876997
22894,I Cafe,215 Great Western Road,Glasgow,G4 9EB,-4.273215,55.872417
35422,I Cafe,250 Woodlands Road,Glasgow,G3 6ND,-4.277107,55.871447
406791,I Chai,1015 Crow Road,Glasgow,G13 1JP,-4.32204,55.893903
406784,I Full Coffee,531 Sauchiehall Street,Glasgow,G3 7PQ,-4.273083,55.866048
126269,Ichiban,50 Queen Street,Glasgow,G1 3DS,-4.251673,55.859261
95683,Ichiban Noodle Cafe,184 Dumbarton Road,Glasgow,G11 6UN,-4.301203,55.871016
360868,Ikafe,138 Nithsdale Road,Glasgow,G41 5RB,-4.275057,55.83913
17655,IL Cappuccino,503 Victoria Road,Glasgow,G42 8RL,-4.265019,55.834875
46639,Il Dente,118 Stockwell Street,Glasgow,G1 4LW,-4.250571,55.855128
78065,Il Pavone,48 Buchanan Street,Glasgow,G1 3JN,-4.253456,55.859156
133018,In House Cafe,36 Washington Street,Glasgow,G3 8AZ,-4.26918,55.858328
17809,India Quay,181 Finnieston Street,Glasgow,G3 8HE,-4.281259,55.858014
551903,Indian Cottage,42 Albion Street,Glasgow,G1 1LH,-4.244412,55.857775
556099,Indian Cottage,120 Dumbarton Road,Glasgow,G11 6NY,-4.298685,55.870596
31030,Indian Gallery,450 Sauchiehall Street,Glasgow,G2 3JD,-4.26621,55.86604
46622,Indian Ocean,2 Balornock Road,Glasgow,G21 3UH,-4.217832,55.889057
95691,Indian Orchard Restaurant,315 Dumbarton Road,Glasgow,G11 6AL,-4.306264,55.870643
406801,Indoor Golf Academies,124 Portman Street,Glasgow,G41 1EJ,-4.281288,55.851435
109553,Inglefield Women's Hostel,19 Inglefield Street,Glasgow,G42 7AY,-4.25706,55.841115
36247,Ingram Wynd,58 Ingram Street,Glasgow,G1 1EX,-4.243602,55.859525
35776,Initial Catering Services,199 Renfield Street,Glasgow,G2 3AX,-4.255778,55.865018
612670,Inn Deep,445 Great Western Road,Glasgow,G12 8HH,-4.280988,55.874934
36459,IR Products,32 Invergarry Place,Glasgow,G46 8UT,-4.330355,55.799141
48849,ISS Facility Services Ltd,1048 Govan Road,Glasgow,G51 4XP,-4.320359,55.864141
511169,ISS Food And Hospitality (Barclays Wealth),120 Bothwell Street,Glasgow,G2 7JT,-4.263724,55.861772
315942,ISS Food And Hospitality(At National Savings And Investment),150 Boydstone Road,Glasgow,G53 6RT,-4.332329,55.822005
48790,Italian Bistro,1051 Great Western Road,Glasgow,G12 0XP,-4.310922,55.884459
109655,Italian Kitchen,64 Ingram Street,Glasgow,G1 1EX,-4.243602,55.859525
82337,Ivory Hotel,4 Camphill Avenue,Glasgow,G41 3AY,-4.274163,55.82819
581088,Jack McPhee,261 Hope Street,Glasgow,G2 3PS,-4.257408,55.865024
612669,Jacker De Viande,111 West Regent Street,Glasgow,G2 2RU,-4.259735,55.863265
221717,Jaconelli's Cafe,570 Maryhill Road,Glasgow,G20 7EE,-4.272905,55.880512
86687,Jamie T's Coffee House,465 Clarkston Road,Glasgow,G44 3LW,-4.270929,55.8097
35939,Jamie's Italian,1 George Square,Glasgow,G2 1DY,-4.250847,55.860453
18344,Java Cafe,130 Rottenrow,Glasgow,G4 0GE,-4.243053,55.862474
17761,Java Joes Coffee Co,52 Broomielaw,Glasgow,G1 4QN,-4.259487,55.856781
607030,Jaybe's Bar-B-Que Co,585 Duke Street,Glasgow,G31 1PY,-4.215778,55.858636
624664,Jellyhill,195 Hyndland Road,Glasgow,G12 9HT,-4.305528,55.876022
35070,Jewson Cafe,85 David Street,Glasgow,G40 2UH,-4.217727,55.852463
433058,JJ Diner,1353 Dumbarton Road,Glasgow,G14 9UZ,-4.343177,55.875742
56583,Jobcentre,182 Atlas Road,Glasgow,G21 4TP,-4.2299,55.881982
116191,John Lewis,93 Lister Street,Glasgow,G4 0BZ,-4.242736,55.867503
371783,John Lewis Cafe,220 Buchanan Street,Glasgow,G1 2GF,-4.25248,55.862985
78069,John Lewis The Place To Eat,220 Buchanan Street,Glasgow,G1 2GF,-4.25248,55.862985
31091,John Paul II Primary School,29 Dunagoil Road,Glasgow,,-4.23440874,55.80011845
315990,Jordanhill Bowling Club,112 Randolph Road,Glasgow,G11 7DU,-4.32395,55.879837
26979,Jules,328 Argyle Street,Glasgow,G2 8LY,-4.261711,55.859031
33840,Juliane,117 Moss Side Road,Glasgow,G41 3UP,-4.285862,55.832467
36098,Jumpin' Jaks,292 Sauchiehall Street,Glasgow,G2 3JA,-4.263684,55.865763
29455,Jurassic Jungle,29 Saracen Street,Glasgow,G22 5HT,-4.25528,55.879308
27043,K Street Cafe,1 Kay Street,Glasgow,G21 1JY,-4.230098,55.884036
315926,K V T A Bath Street,104 Bath Street,Glasgow,G2 2EN,-4.258163,55.864264
585886,Ka Ka Lok,175 St Georges Road,Glasgow,G3 6JD,-4.269402,55.869792
618959,Kabana Restaurant,64 Seaward Street,Glasgow,G41 1HL,-4.277816,55.852982
589591,Kama Sutra Restaurant,331 Sauchiehall Street,Glasgow,G2 3HW,-4.265169,55.865457
562669,Kandy Krunch,54 Calton Entry,Glasgow,G40 2SB,-4.236991,55.854603
193932,Karemore West End Out Of School Club,110 Otago Street,Glasgow,G12 8NR,-4.301699,55.881588
118824,Katrina's Cafe (within Intercity Motor Auctions),77 Melbourne Street,Glasgow,G31 1BQ,-4.23149,55.858154
18426,Kebabish Grill,323 Victoria Road,Glasgow,G42 7SA,-4.263854,55.838186
65030,Kelvindale Bowling Club,91 Baronald Drive,Glasgow,G12 0HP,-4.302954,55.890594
556092,Kelvingrove Cafe,1163 Argyle Street,Glasgow,G3 8TB,-4.285222,55.864816
111373,Kelvingrove Museum and Art Gallery (KG Cafe And Coffee Bar),1 Kelvingrove Park,Glasgow,G3 8AG,-4.290564,55.86842
